collection_id,collection_name,doi,pmid,pmcid,source,secondary_doi
3889,Distinct neural circuits support incentivized inhibition,10.1016/j.neuroimage.2018.05.055,29803959,6398995,neurovault,
724,"Sweet lies: neural, visual, and behavioral measures reveal a lack of self-control conflict during food choice in weight-concerned women",10.3389/fnbeh.2014.00184,24904336,4033222,neurovault,
27,Functional connectivity-based parcellation of the human sensorimotor cortex,10.1111/ejn.12473,24417550,,neurovault,
3976,Unraveling connectivity changes due to dopaminergic therapy in chronically treated Parkinson’s disease patients,10.1038/s41598-018-31988-0,30254336,6156510,neurovault,
2656,"
              Novel
              ",10.1002/hbm.24187,29682852,6045974,neurovault,
422,The role of dysfunctional attentional control networks in visual misperceptions in Parkinson's disease,10.1002/hbm.22321,23760982,6869072,neurovault,
3091,Dynamics of functional connectivity at high spatial resolution reveal long-range interactions and fine-scale organization,10.1038/s41598-017-12993-1,28986564,5630612,neurovault,
428,Working Memory Related Brain Network Connectivity in Individuals with Schizophrenia and Their Siblings,10.3389/fnhum.2012.00137,22654746,3358772,neurovault,
417,Simultaneous EEG-fMRI Reveals Temporal Evolution of Coupling between Supramodal Cortical Attention Networks and the Brainstem,10.1523/JNEUROSCI.2649-13.2013,24305817,3850042,neurovault,
2920,Segregation of the human basal forebrain using resting state functional MRI,10.1016/j.neuroimage.2018.02.042,29496614,,neurovault,
3191,Neural networks supporting social evaluation of bodies based on body shape,10.1080/17470919.2018.1448888,29521161,,neurovault,
657,Genetic and environmental contributions to brain activation during calculation,10.1016/j.neuroimage.2013.04.118,23664947,,neurovault,
3736,The neural circuitry of affect-induced distortions of trust,10.1126/sciadv.aau3413,30891491,6415955,neurovault,
693,Intrinsic visual-motor synchrony correlates with social deficits in autism,10.1016/j.biopsych.2015.08.029,26543004,4777671,neurovault,
4213,Patterns of on-task thought in older age are associated with changes in functional connectivity between temporal and prefrontal regions,10.1016/j.bandc.2019.04.002,30999087,,neurovault,
3516,Visceral Obesity Relates to Deep White Matter Hyperintensities via Inflammation,10.1002/ana.25396,30556596,6590485,neurovault,
3179,Cooperating Yet Distinct Brain Networks Engaged During Naturalistic Paradigms: A Meta-analysis of Functional MRI Results,10.1162/NETN_a_00050,30793072,6326731,neurovault,
35,Changing value through cued approach: an automatic mechanism of behavior change,10.1038/nn.3673,24609465,4041518,neurovault,
8491,Activation and disruption of a neural mechanism for novel choice in monkeys,10.1038/s41586-020-03115-5,33408410,7116896,neurovault,
161,Altered Uncinate Fasciculus Microstructure in Childhood Anxiety Disorders in Boys But Not Girls,10.1176/appi.ajp.2018.18040425,30654645,6661168,neurovault,
1054,Correspondence of the brain's functional architecture during activation and rest,10.1073/pnas.0905267106,19620724,2722273,neurovault,
4247,Addressing the reliability fallacy in fMRI: Similar group effects may arise from unreliable individual effects,10.1016/j.neuroimage.2019.03.053,30930312,,neurovault,
4785,Modulation of tonotopic ventral medial geniculate body is behaviorally relevant for speech recognition,10.7554/eLife.44837,31453811,6711666,neurovault,
3881,Alpha-Band Phase Synchrony Is Related to Activity in the Fronto-Parietal Adaptive Control Network,10.1523/JNEUROSCI.1358-12.2012,23055501,4057938,neurovault,
4560,Sensory prediction errors in the human midbrain signal identity violations independent of perceptual distance,10.7554/eLife.43962,30950792,6450666,neurovault,
446,The Default Mode of Human Brain Function Primes the Intentional Stance,10.1162/jocn_a_00785,25603027,,neurovault,
1057,The organization of the human cerebral cortex estimated by intrinsic functional connectivity,10.1152/jn.00338.2011,21653723,3174820,neurovault,
1015,Functional MRI of emotional memory in adolescent depression,10.1016/j.dcn.2015.12.013,26802367,4913558,neurovault,
7691,Feedback Timing Modulates Brain Systems for Learning in Humans,10.1523/JNEUROSCI.2701-11.2011,21917799,3328791,neurovault,
786,How Many Is Enough? Effect of Sample Size in Inter-Subject Correlation Analysis of fMRI,10.1155/2016/2094601,26884746,4738700,neurovault,
73,Common and distinct neural correlates of personal and vicarious reward: A quantitative meta-analysis,10.1016/j.neuroimage.2014.12.056,25554428,4408229,neurovault,
961,Time-resolved searchlight analysis of imagined visual motion using 7T ultra-high field fMRI: Data on interindividual differences,10.1016/j.dib.2016.02.071,27014732,4792861,neurovault,
3739,Intergenerational neural mediators of early-life anxious temperament,10.1073/pnas.1508593112,26150480,4517228,neurovault,
3303,Linked networks for learning and expressing location-specific threat,10.1073/pnas.1714691115,29326231,5798349,neurovault,
3901,Normative brain size variation and brain shape diversity in humans,10.1126/science.aar2578,29853553,7485526,neurovault,
3725,The ebb and flow of attention: Between-subject variation in intrinsic connectivity and cognition associated with the dynamics of ongoing experience,10.1016/j.neuroimage.2018.09.069,30266263,,neurovault,
1059,Implementation of a new parcellation of the orbitofrontal cortex in the automated anatomical labeling atlas,10.1016/j.neuroimage.2015.07.075,26241684,,neurovault,
2,Escaping the here and now: Evidence for a role of the default mode network in perceptually decoupled thought,10.1016/j.neuroimage.2012.12.012,23261640,,neurovault,
8996,Spatial variability of low frequency brain signal differentiates brain states,10.1371/journal.pone.0242330,33180843,7660497,neurovault,
1219,The effect of sleep restriction on empathy for pain: An fMRI study in younger and older adults,10.1038/s41598-017-12098-9,28947790,5612991,neurovault,
3902,Enhanced transformation of incidentally learned knowledge into explicit memory by dopaminergic modulation,10.1371/journal.pone.0199013,29902226,6002242,neurovault,
104,Mapping track density changes in nigrostriatal and extranigral pathways in Parkinson's disease,10.1016/j.neuroimage.2014.06.033,24956065,4121087,neurovault,
5347,Word up – experiential and neurocognitive evidence for associations between autistic symptomology and a preference for thinking in the form of words,10.1016/j.cortex.2020.02.019,32325277,,neurovault,
1265,Exploring the role of the posterior middle temporal gyrus in semantic cognition: Integration of anterior temporal lobe with executive processes,10.1016/j.neuroimage.2016.05.051,27236083,4927261,neurovault,
190,Serotonergic Modulation of Intrinsic Functional Connectivity,10.1016/j.cub.2014.08.024,25242032,,neurovault,
3102,Not Doomed to Repeat: Enhanced Medial Prefrontal Cortex Tracking of Errors Promotes Adaptive Behavior during Adolescence,10.1162/jocn_a_01206,29131744,5797691,neurovault,
325,Social Norms Shift Behavioral and Neural Responses to Foods,10.1162/jocn_a_00795,25671502,,neurovault,
1486,Coupling between Theta Oscillations and Cognitive Control Network during Cross-Modal Visual and Auditory Attention: Supramodal vs Modality-Specific Mechanisms,10.1371/journal.pone.0158465,27391013,4938209,neurovault,
656,Recruitment of an Area Involved in Eye Movements During Mental Arithmetic,10.1126/science.1171599,19423779,,neurovault,
3822,BrainMap VBM: An environment for structural meta-analysis,10.1002/hbm.24078,29717540,6866579,neurovault,
3823,ICA model order selection of task co-activation networks,10.3389/fnins.2013.00237,24339802,3857551,neurovault,
59,Tunes stuck in your brain: The frequency and affective evaluation of involuntary musical imagery correlate with cortical structure,10.1016/j.concog.2015.04.020,25978461,,neurovault,
415,Combinatorial codes in ventral temporal lobe for object recognition: Haxby (2001) revisited: is there a “face” area?,10.1016/j.neuroimage.2004.05.020,15325362,,neurovault,
145,"Structural and functional MRI study of the brain, cognition and mood in long-term adequately treated Hashimoto's thyroiditis",10.1016/j.psyneuen.2014.01.015,24636515,,neurovault,
826,Three key regions for supervisory attentional control: Evidence from neuroimaging meta-analyses,10.1016/j.neubiorev.2014.11.003,25446951,4272620,neurovault,
917,The valuation system: A coordinate-based meta-analysis of BOLD fMRI experiments examining neural correlates of subjective value,10.1016/j.neuroimage.2013.02.063,23507394,3756836,neurovault,
25,Generalized Role for the Cerebellum in Encoding Internal Models: Evidence from Semantic Processing,10.1523/JNEUROSCI.2264-13.2014,24553928,3931501,neurovault,
648,Altered Brain Activation during Emotional Face Processing in Relation to Both Diagnosis and Polygenic Risk of Bipolar Disorder,10.1371/journal.pone.0134202,26222050,4519303,neurovault,
18,The default modes of reading: modulation of posterior cingulate and medial prefrontal cortex connectivity associated with comprehension and task focus while reading,10.3389/fnhum.2013.00734,24282397,3825257,neurovault,
1322,Subspecialization in the human posterior medial cortex,10.1016/j.neuroimage.2014.11.009,25462801,4780672,neurovault,
807,Intrinsic functional connectivity of insular cortex and symptoms of sickness during acute experimental inflammation,10.1016/j.bbi.2015.12.018,26732827,,neurovault,
3751,"Neural correlates of affective disturbances. A comparative meta-analysis of negative affect processing in borderline personality disorder, major depression, and posttraumatic stress disorder",10.1016/j.bpsc.2018.11.004,30581154,,neurovault,
2654,Novel insights from the Yellow Light Game: Safe and risky decisions differentially impact adolescent outcome-related brain function,10.1016/j.neuroimage.2018.06.058,29940284,6777552,neurovault,
1088,Intrinsic Patterns of Coupling between Correlation and Amplitude of Low-Frequency fMRI Fluctuations Are Disrupted in Degenerative Dementia Mainly due to Functional Disconnection,10.1371/journal.pone.0120988,25844531,4386762,neurovault,
1939,Unbiased average age-appropriate atlases for pediatric studies,10.1016/j.neuroimage.2010.07.033,20656036,2962759,neurovault,
85,Anterior insula coordinates hierarchical processing of tactile mismatch responses,10.1016/j.neuroimage.2015.11.030,26584870,4758822,neurovault,
3908,Ventral visual cortex in humans: Cytoarchitectonic mapping of two extrastriate areas,10.1002/hbm.20348,17266106,6871378,neurovault,
6107,Interactions between human orbitofrontal cortex and hippocampus support model-based inference,10.1371/journal.pbio.3000578,31961854,6974031,neurovault,
14,"Triangulating the Neural, Psychological, and Economic Bases of Guilt Aversion",10.1016/j.neuron.2011.02.056,21555080,3114404,neurovault,
822,"Characterization of the temporo-parietal junction by combining data-driven parcellation, complementary connectivity analyses, and functional decoding",10.1016/j.neuroimage.2013.05.046,23689016,4791053,neurovault,
1062,Groupwise whole-brain parcellation from resting-state fMRI data for network node identification,10.1016/j.neuroimage.2013.05.081,23747961,3759540,neurovault,
3909,Cytoarchitecture of the cerebral cortex—More than localization,10.1016/j.neuroimage.2007.02.037,17870622,,neurovault,
2538,Neuronal correlates of cognitive function in patients with childhood cerebellar tumor lesions,10.1371/journal.pone.0180200,28692686,5503240,neurovault,
5922,Differential Impact of Emotion on Semantic Processing of Abstract and Concrete Words: ERP and fMRI Evidence,10.1038/s41598-019-50755-3,31594966,6783415,neurovault,
5677,Different brain networks mediate the effects of social and conditioned expectations on pain,10.1038/s41467-019-11934-y,31506426,6736972,neurovault,
1892,Observing Action Sequences Elicits Sequence-Specific Neural Representations in Frontoparietal Brain Regions,10.1523/JNEUROSCI.1597-18.2018,30282731,6596197,neurovault,
1359,Similar coding of freely chosen and externally cued intentions in a fronto-parietal network,10.1016/j.neuroimage.2016.04.044,27107470,,neurovault,
1377,Multiple roles for executive control in belief–desire reasoning: Distinct neural networks are recruited for self perspective inhibition and complexity of reasoning,10.1016/j.neuroimage.2012.03.012,22440654,,neurovault,
3911,Ventral striatal dopamine transporter availability is associated with lower trait motor impulsivity in healthy adults,10.1038/s41398-018-0328-y,30531858,6286354,neurovault,
1104,Neurobiological correlates of distinct post-traumatic stress disorder symptom profiles during threat anticipation in combat veterans,10.1017/S0033291716000374,26979659,4900910,neurovault,
3810,"Brain responses to anticipating and receiving beer: Comparing light, at‐risk, and dependent alcohol users",10.1111/adb.12766,31066137,7187239,neurovault,
1324,"The Right Dorsal Premotor Mosaic: Organization, Functions, and Connectivity",10.1093/cercor/bhw065,26965906,5963821,neurovault,
425,Prefrontal-Subcortical Pathways Mediating Successful Emotion Regulation,10.1016/j.neuron.2008.09.006,18817740,2742320,neurovault,
1378,"The special case of self-perspective inhibition in mental, but not non-mental, representation",10.1016/j.neuropsychologia.2014.12.015,25527113,,neurovault,
1212,Brain Activations Related to Saccadic Response Conflict are not Sensitive to Time on Task,10.3389/fnhum.2015.00664,26696871,4667066,neurovault,
1035,Detection of Motor Changes in Huntington's Disease Using Dynamic Causal Modeling,10.3389/fnhum.2015.00634,26635585,4658414,neurovault,
608,Physical Activity Is Linked to Greater Moment-To-Moment Variability in Spontaneous Brain Activity in Older Adults,10.1371/journal.pone.0134819,26244873,4526228,neurovault,
4788,"Amygdala functional connectivity in major depression – disentangling markers of pathology, risk and resilience",10.1017/S0033291719002885,31637983,,neurovault,
4669,Test-retest reliability in an fMRI study of naming in dementia,10.1016/j.bandl.2019.02.002,30807893,,neurovault,
1276,"Influence of Vascular Variant of the Posterior Cerebral Artery (PCA) on Cerebral Blood Flow, Vascular Response to CO2 and Static Functional Connectivity",10.1371/journal.pone.0161121,27532633,4988665,neurovault,
207,Individual Differences in Impulsivity Predict Head Motion during Magnetic Resonance Imaging,10.1371/journal.pone.0104989,25148416,4141798,neurovault,
843,Multimodal connectivity mapping of the human left anterior and posterior lateral prefrontal cortex,10.1007/s00429-015-1060-5,25982222,4791192,neurovault,
2180,Deactivation in the posterior mid-cingulate cortex reflects perceptual transitions during binocular rivalry: Evidence from simultaneous EEG-fMRI,10.1016/j.neuroimage.2017.02.041,28219776,5531216,neurovault,
3957,Meta-analytic evidence for a core problem solving network across multiple representational domains,10.1016/j.neubiorev.2018.06.009,29944961,6425494,neurovault,
828,Functional Segregation of the Human Dorsomedial Prefrontal Cortex,10.1093/cercor/bhu250,25331597,4677979,neurovault,
1003,Common Effects of Amnestic Mild Cognitive Impairment on Resting-State Connectivity Across Four Independent Studies,10.3389/fnagi.2015.00242,26733866,4689788,neurovault,
268,Cortico-subthalamic white matter tract strength predicts interindividual efficacy in stopping a motor response,10.1016/j.neuroimage.2011.12.044,22227131,,neurovault,
832,Identification of a Common Neurobiological Substrate for Mental Illness,10.1001/jamapsychiatry.2014.2206,25651064,4791058,neurovault,
1151,Intrinsic Brain Connectivity in Chronic Pain: A Resting-State fMRI Study in Patients with Rheumatoid Arthritis,10.3389/fnhum.2016.00107,27014038,4791375,neurovault,
830,Meta-analytical definition and functional connectivity of the human vestibular cortex,10.1016/j.neuroimage.2011.12.032,22209784,,neurovault,
819,Definition and characterization of an extended social-affective default network,10.1007/s00429-013-0698-0,24399179,4087104,neurovault,
824,ALE meta-analysis of action observation and imitation in the human brain,10.1016/j.neuroimage.2009.12.112,20056149,4981639,neurovault,
2803,Behavioral and neural indices of affective coloring for neutral social stimuli,10.1093/scan/nsy011,29447377,5836278,neurovault,
4418,Just add water: Effects of added gastric distention by water on gastric emptying and satiety related brain activity,10.1016/j.appet.2018.04.023,29730186,,neurovault,
827,Tackling the multifunctional nature of Broca's region meta-analytically: Co-activation-based parcellation of area 44,10.1016/j.neuroimage.2013.06.041,23791915,4791055,neurovault,
1325,Distinct and common aspects of physical and psychological self-representation in the brain: A meta-analysis of self-bias in facial and self-referential judgements,10.1016/j.neubiorev.2015.12.003,26695384,,neurovault,
953,Motor imagery of hand actions: Decoding the content of motor imagery from brain activity in frontal and parietal motor areas,10.1002/hbm.23015,26452176,4737127,neurovault,
834,The role of anterior midcingulate cortex in cognitive motor control,10.1002/hbm.22363,24115159,5293144,neurovault,
457,The WU-Minn Human Connectome Project: An overview,10.1016/j.neuroimage.2013.05.041,23684880,3724347,neurovault,
16,A Correspondence between Individual Differences in the Brain's Intrinsic Functional Architecture and the Content and Form of Self-Generated Thoughts,10.1371/journal.pone.0097176,24824880,4019564,neurovault,
321,Determination of the posterior boundary of Wernicke's area based on multimodal connectivity profiles,10.1002/hbm.22745,25619891,4782781,neurovault,
1037,Can apparent resting state connectivity arise from systemic fluctuations?,10.3389/fnhum.2015.00285,26029095,4432665,neurovault,
2842,Frontostriatal and behavioral adaptations to daily sugar-sweetened beverage intake: a randomized controlled trial,10.3945/ajcn.116.140145,28179221,5320411,neurovault,
820,"An investigation of the structural, connectional, and functional subspecialization in the human amygdala",10.1002/hbm.22138,22806915,4801486,neurovault,
3158,Meaningful inhibition: Exploring the role of meaning and modality in response inhibition,10.1016/j.neuroimage.2018.06.074,29964188,,neurovault,
1406,Toward a cumulative science of functional integration: A meta-analysis of psychophysiological interactions,10.1002/hbm.23216,27145472,4945436,neurovault,
3085,Overlapping frontoparietal networks for tactile and visual parametric working memory representations,10.1016/j.neuroimage.2017.10.059,29107771,,neurovault,
1484,Reason's Enemy Is Not Emotion: Engagement of Cognitive Control Networks Explains Biases in Gain/Loss Framing,10.1523/JNEUROSCI.3486-16.2017,28264981,5373136,neurovault,
3868,Individual differences in dopamine are associated with reward discounting in clinical groups but not in healthy adults,10.1523/JNEUROSCI.1984-18.2018,30446530,6325254,neurovault,
4238,Thinking about thinking: A coordinate-based meta-analysis of neuroimaging studies of metacognitive judgements,10.1177/2398212818810591,30542659,6238228,neurovault,
2011,Switch independent task representations in frontal and parietal cortex,10.1523/JNEUROSCI.3656-16.2017,28729441,6596903,neurovault,
315,Functionally Dissociable Influences on Learning Rate in a Dynamic Environment,10.1016/j.neuron.2014.10.013,25459409,4437663,neurovault,
858,Reproducibility and Temporal Structure in Weekly Resting-State fMRI over a Period of 3.5 Years,10.1371/journal.pone.0140134,26517540,4627782,neurovault,
1904,Neuronal correlates of continuous manual tracking under varying visual movement feedback in a virtual reality environment,10.1016/j.neuroimage.2016.11.009,27845254,,neurovault,
4031,Sex-related differences in intrinsic brain dynamism and their neurocognitive correlates,10.1016/j.neuroimage.2019.116116,31446126,,neurovault,
1387,Resting state morphology predicts the effect of theta burst stimulation in false belief reasoning,10.1002/hbm.23255,27195942,6867310,neurovault,
1297,Distributed affective space represents multiple emotion categories across the human brain,10.1093/scan/nsy018,29618125,6007366,neurovault,
3198,Comparison of gray matter volume between migraine and “strict-criteria” tension-type headache,10.1186/s10194-018-0834-6,29335889,5768588,neurovault,
4825,The processing of color preference in the brain,10.1016/j.neuroimage.2019.02.041,30798014,,neurovault,
1379,"Representation, Control, or Reasoning? Distinct Functions for Theory of Mind within the Medial Prefrontal Cortex",10.1162/jocn_a_00520,24236763,,neurovault,
1637,Negative functional coupling between the right fronto-parietal and limbic resting state networks predicts increased self-control and later substance use onset in adolescence,10.1016/j.dcn.2016.06.002,27344035,4975996,neurovault,
1818,Patterns of atrophy in pathologically confirmed dementias: a voxelwise analysis,10.1136/jnnp-2016-314978,28473626,5740544,neurovault,
3184,"Subjective Value Representations during Effort, Probability, and Time Discounting across Adulthood",10.1093/scan/nsy021,29618082,6007391,neurovault,
1625,The Human Brainnetome Atlas: A New Brain Atlas Based on Connectional Architecture,10.1093/cercor/bhw157,27230218,4961028,neurovault,
2495,Investigating the neural correlates of smoking: Feasibility and results of combining electronic cigarettes with fMRI,10.1038/s41598-017-11872-z,28900267,5596056,neurovault,
5760,Aberrant activity in conceptual networks underlies N400 deficits and unusual thoughts in schizophrenia,10.1016/j.nicl.2019.101960,31398555,6699247,neurovault,
6121,"Neurophysiological signatures in Alzheimer’s disease are distinctly associated with TAU, amyloid-β accumulation, and cognitive decline",10.1126/scitranslmed.aaz4069,32161102,7138514,neurovault,
1478,Rawlsian maximin rule operates as a common cognitive anchor in distributive justice and risky decisions,10.1073/pnas.1602641113,27688764,5081577,neurovault,
2853,Functional hemispheric asymmetries during the planning and manual control of virtual avatar movements,10.1371/journal.pone.0185152,28957344,5619738,neurovault,
4709,Quantitative neuroimaging measures of myelin in the healthy brain and in multiple sclerosis,10.1002/hbm.24510,30648315,6590140,neurovault,
2132,Reward Sensitivity Enhances Ventrolateral Prefrontal Cortex Activation during Free Choice,10.3389/fnins.2016.00529,27917106,5114280,neurovault,
4804,Large-Scale Network Coupling with the Fusiform Cortex Facilitates Future Social Motivation,10.1523/ENEURO.0084-17.2017,29034316,5635486,neurovault,
160,Patients with focal cerebellar lesions show reduced auditory cortex activation during silent reading,10.1016/j.bandl.2015.08.004,26341544,4775464,neurovault,
1455,Neural evidence that the behavioral inhibition system is involved in existential threat processing,10.1080/17470919.2017.1308880,28394199,,neurovault,
1985,Failure to Retreat: Blunted sensitivity to negative feedback supports risky behavior in adolescents,10.1016/j.neuroimage.2016.12.041,27989774,5303674,neurovault,
4829,Resting-state functional connectivity in women with PMDD,10.1038/s41398-019-0670-8,31827073,6906514,neurovault,
1370,Multi-level bootstrap analysis of stable clusters in resting-state fMRI,10.1016/j.neuroimage.2010.02.082,20226257,,neurovault,
1932,Brain activity underlying negative self- and other-perception in adolescents: The role of attachment-derived self-representations,10.3758/s13415-017-0497-9,28168598,5403860,neurovault,
445,Validating the Why/How contrast for functional MRI studies of Theory of Mind,10.1016/j.neuroimage.2014.05.023,24844746,4111963,neurovault,
1598,Situating the default-mode network along a principal gradient of macroscale cortical organization,10.1073/pnas.1608282113,27791099,5098630,neurovault,
4528,Confirmation bias in the utilization of others’ opinion strength,10.1038/s41593-019-0549-2,31844311,,neurovault,
394,Neural Correlates of Disturbed Emotion Processing in Borderline Personality Disorder: A Multimodal Meta-Analysis,10.1016/j.biopsych.2015.03.027,25935068,,neurovault,
3232,Domain-General and Domain-Specific Patterns of Activity Supporting Metacognition in Human Prefrontal Cortex,10.1523/JNEUROSCI.2360-17.2018,29519851,5895040,neurovault,
4414,Acute alcohol administration dampens central extended amygdala reactivity,10.1038/s41598-018-34987-3,30420682,6232084,neurovault,
5044,Corticostriatal Circuits Encode the Subjective Value of Perceived Control,10.1093/cercor/bhz045,30877791,7049308,neurovault,
4612,Association of naturally occurring sleep loss with reduced amygdala resting-state functional connectivity following psychosocial stress,10.1016/j.psyneuen.2020.104585,32018119,,neurovault,
659,A Temporal Bottleneck in the Language Comprehension Network,10.1523/JNEUROSCI.5685-11.2012,22745508,6622343,neurovault,
3245,Intrinsic functional connectivity of the central extended amygdala,10.1002/hbm.23917,29235190,5807241,neurovault,
5589,When I relive a positive me: Vivid autobiographical memories facilitate autonoetic brain activation and enhance mood,10.1002/hbm.24742,31348599,6852129,neurovault,
5671,Emotion schemas are embedded in the human visual system,10.1126/sciadv.aaw4358,31355334,6656543,neurovault,
3737,Intact corticostriatal control of goal-directed action in Alcohol Use Disorder: a Pavlovian-to-instrumental transfer and outcome-devaluation study,10.1038/s41598-020-61892-5,32188908,7087408,neurovault,
503,A Sensitive and Specific Neural Signature for Picture-Induced Negative Affect,10.1371/journal.pbio.1002180,26098873,4476709,neurovault,
2987,Advancing functional dysconnectivity and atrophy in progressive supranuclear palsy,10.1016/j.nicl.2017.09.008,28951832,5605489,neurovault,
4376,Understanding perirhinal contributions to perception and memory: Evidence through the lens of selective perirhinal damage,10.1016/j.neuropsychologia.2018.12.020,30594569,6456260,neurovault,
4787,Differentiation of functional networks during long-term memory retrieval in children and adolescents,10.1016/j.neuroimage.2019.01.065,30703521,,neurovault,
2199,The evaluative role of Rostrolateral prefrontal cortex in rule-based category learning,10.1016/j.neuroimage.2017.10.057,29107769,,neurovault,
3799,Decoding vibrotactile choice independent of stimulus order and saccade selection during sequential comparisons,10.1002/hbm.24499,30565343,6865757,neurovault,
2621,Identification of Two Distinct Working Memory Related Brain Networks in Healthy Young Adults,10.1523/ENEURO.0222-17.2018,29464194,5815845,neurovault,
4339,Fast reproducible identification and large-scale databasing of individual functional cognitive networks,10.1186/1471-2202-8-91,17973998,2241626,neurovault,
4692,An amygdala-cingulate network underpins changes in effort-based decision making after a fitness program,10.1016/j.neuroimage.2019.116181,31521824,,neurovault,
4563,Atlases of cognition with large-scale human brain mapping,10.1371/journal.pcbi.1006565,30496171,6289578,neurovault,
2698,Development of corticostriatal connectivity constrains goal-directed behavior during adolescence,10.1038/s41467-017-01369-8,29184096,5705718,neurovault,
744,Brain networks underlying bistable perception,10.1016/j.neuroimage.2015.06.053,26123379,,neurovault,
2204,Neural computations underpinning the strategic management of influence in advice giving,10.1038/s41467-017-02314-5,29259152,5736665,neurovault,
122,Hierarchical competitions subserving multi-attribute choice,10.1038/nn.3836,25306549,4685756,neurovault,
4496,"Neural basis of somatosensory target detection independent of uncertainty, relevance, and reports",10.7554/eLife.43410,30924769,6440741,neurovault,
4683,Degrees of lateralisation in semantic cognition: Evidence from intrinsic connectivity,10.1016/j.neuroimage.2019.116089,31419614,,neurovault,
2447,Precision Functional Mapping of Individual Human Brains,10.1016/j.neuron.2017.07.011,28757305,5576360,neurovault,
5444,"Effect of Risperidone Monotherapy on Dynamic Functional Connectivity of Insular Subdivisions in Treatment-Naive, First-Episode Schizophrenia",10.1093/schbul/sbz087,31504959,7147596,neurovault,
904,Brain hemodynamic activity during viewing and re-viewing of comedy movies explained by experienced humor,10.1038/srep27741,27323928,4914983,neurovault,
866,Functional Specialization and Flexibility in Human Association Cortex,10.1093/cercor/bhu217,25249407,4598819,neurovault,
5338,Behavioral and Neural Dysregulation to Social Rewards and Links to Internalizing Symptoms in Adolescents,10.3389/fnbeh.2019.00158,31396060,6664004,neurovault,
3666,Intranasal oxytocin alters amygdala-temporal resting-state functional connectivity in body dysmorphic disorder: A double-blind placebo-controlled randomized trial,10.1016/j.psyneuen.2019.05.022,31146138,,neurovault,
4491,Association of Neural Responses to Drug Cues With Subsequent Relapse to Stimulant Use,10.1001/jamanetworkopen.2018.6466,30646331,6324538,neurovault,
4623,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",10.1371/journal.pone.0209376,30608970,6319771,neurovault,
3986,The neural development of prosocial behavior from childhood to adolescence,10.1093/scan/nsy117,30608610,6382927,neurovault,
2459,The human visual cortex response to melanopsin-directed stimulation is accompanied by a distinct perceptual experience,10.1073/pnas.1711522114,29087940,5699066,neurovault,
1901,Neuroimaging of decoding and language comprehension in young very low birth weight (VLBW) adolescents: Indications for compensatory mechanisms,10.1371/journal.pone.0185571,28968426,5624616,neurovault,
1917,Bayesian model reveals latent atrophy factors with dissociable cognitive trajectories in Alzheimer’s disease,10.1073/pnas.1611073113,27702899,5081632,neurovault,
2724,Short-term apparent brain tissue changes are contributed by cerebral blood flow alterations,10.1371/journal.pone.0182182,28820894,5562307,neurovault,
3112,Extraction of large-scale structural covariance networks from grey matter volume for Parkinson’s disease classification,10.1007/s00330-018-5342-1,29532237,,neurovault,
3772,The age-dependent relationship between resting heart rate variability and functional brain connectivity,10.1016/j.neuroimage.2018.10.027,30312808,,neurovault,
5578,Enhanced striatal and prefrontal activity is associated with individual differences in nonreinforced preference change for faces,10.1002/hbm.24859,31729115,7268020,neurovault,
3814,The neural basis of free language choice in bilingual speakers: Disentangling language choice and language execution,10.1016/j.neuroimage.2018.05.025,29753107,,neurovault,
3242,Heuristic and optimal policy computations in the human brain during sequential decision-making,10.1038/s41467-017-02750-3,29362449,5780427,neurovault,
3304,Blunted amygdala activity is associated with depression severity in treatment-resistant depression,10.3758/s13415-017-0544-6,29063521,5728990,neurovault,
4342,Language in the aging brain: The network dynamics of cognitive decline and preservation,10.1126/science.1254404,25359966,,neurovault,
5329,Neural correlates of reward-directed action and inhibition of action,10.1016/j.cortex.2019.10.007,31747630,,neurovault,
5029,The use of brain functional magnetic resonance imaging to determine the mechanism of action of gabapentin in managing chronic pelvic pain in women: a pilot study,10.1136/bmjopen-2018-026152,31248918,6597644,neurovault,
5448,Aberrant functional connectivity within the basal ganglia of patients with Parkinson's disease,10.1016/j.nicl.2015.04.003,26106536,4473718,neurovault,
5542,The first taste is always with the eyes: A meta-analysis on the neural correlates of processing visual food cues,10.1016/j.neuroimage.2010.11.055,21111829,,neurovault,
3462,Ventromedial prefrontal cortex connectivity during and after psychological stress in women,10.1111/psyp.13445,31376163,8094347,neurovault,
2485,Resting state networks distinguish human ventral tegmental area from substantia nigra,10.1016/j.neuroimage.2014.06.047,24979343,4370842,neurovault,
1626,Predictive processing increases intelligibility of acoustically distorted speech: Behavioral and neural correlates,10.1002/brb3.789,28948083,5607552,neurovault,
6740,Neurocognitive Underpinnings of Aggressive Predation in Economic Contests,10.1162/jocn_a_01545,32073348,,neurovault,
2681,Exploring variability in basal ganglia connectivity with functional MRI in healthy aging,10.1007/s11682-018-9824-1,29442271,6302142,neurovault,
4341,The Brainomics/Localizer database,10.1016/j.neuroimage.2015.09.052,26455807,,neurovault,
4578,Neural responses to monetary incentives in bipolar disorder,10.1016/j.nicl.2019.102018,31670069,6831914,neurovault,
3841,Left dorsolateral prefrontal cortex supports context-dependent prioritisation of off-task thought,10.1038/s41467-019-11764-y,31444333,6707151,neurovault,
