collection_id,collection_name,doi,pmid,pmcid,source,secondary_doi
2274,Sliding-window analysis tracks fluctuations in amygdala functional connectivity associated with physiological arousal and vigilance during fear conditioning,10.1016/j.neuroimage.2017.03.022,28300639,,neurovault,
2087,EEG Source Reconstruction in Male Nonsmokers after Nicotine Administration during the Resting State,10.1159/000445481,27225622,,neurovault,
2472,Neural signatures of human fear conditioning: an updated and extended meta-analysis of fMRI studies,10.1038/mp.2015.88,26122585,,neurovault,
2275,Dimensions of Experience: Exploring the Heterogeneity of the Wandering Mind,10.1177/0956797617728727,29131720,6346304,neurovault,
2844,Neural correlates of durable memories across the adult lifespan: brain activity at encoding and retrieval,10.1016/j.neurobiolaging.2017.08.017,28917664,,neurovault,
1658,Neuroscientific insights into the development of analogical reasoning,10.1111/desc.12531,28295877,5887920,neurovault,
4092,A drama movie activates brains of holistic and analytical thinkers differentially,10.1093/scan/nsy099,30418656,6277741,neurovault,
5488,"Oxytocin Enhances an Amygdala Circuit Associated With Negative Symptoms in Schizophrenia: A Single-Dose, Placebo-Controlled, Crossover, Randomized Control Trial",10.1093/schbul/sbz091,31595302,7147578,neurovault,
1935,Does One Year of Schooling Improve Children’s Cognitive Control and Alter Associated Brain Activation?,10.1177/0956797617699838,28489500,,neurovault,
1865,The relationship between cerebrospinal fluid markers of Alzheimer pathology and positron emission tomography tau imaging,10.1093/brain/aww139,27286736,4958902,neurovault,
1260,Metacognitive ability correlates with hippocampal and prefrontal microstructure,10.1016/j.neuroimage.2017.02.008,28179164,5387158,neurovault,
206,Behavioural and neural correlates of self-focused emotion regulation in social anxiety disorder,10.1503/jpn.130080,24690369,4074236,neurovault,
1866,"Multi-echo fMRI replication sample of autobiographical memory, prospection and theory of mind reasoning tasks",10.1038/sdata.2016.116,27996964,5170594,neurovault,
2706,"Stomach-brain synchrony reveals a novel, delayed-connectivity resting-state network in humans",10.7554/eLife.33321,29561263,5935486,neurovault,
2417,Dissociable Roles of Cerebral μ-Opioid and Type 2 Dopamine Receptors in Vicarious Pain: A Combined PET–fMRI Study,10.1093/cercor/bhx129,28541428,,neurovault,
3051,Recruitment of cognitive control regions during effortful self-control is associated with altered brain activity in control and reward systems in dieters during subsequent exposure to food commercials,10.7717/peerj.6550,30842910,6397754,neurovault,
844,Modelling neural correlates of working memory: A coordinate-based meta-analysis,10.1016/j.neuroimage.2011.11.050,22178808,3288533,neurovault,
2277,Multimodal Structural Neuroimaging Markers of Brain Development and ADHD Symptoms,10.1176/appi.ajp.2018.18010034,30220220,,neurovault,
3058,Distinct prediction errors in mesostriatal circuits of the human brain mediate learning about the values of both states and actions: evidence from high-resolution fMRI,10.1371/journal.pcbi.1005810,29049406,5673235,neurovault,
1937,Oscillatory Dynamics Supporting Semantic Cognition: MEG Evidence for the Contribution of the Anterior Temporal Lobe Hub and Modality-Specific Spokes,10.1371/journal.pone.0169269,28076421,5226830,neurovault,
2418,Toward an electrophysiological “sweet spot” for deep brain stimulation in the subthalamic nucleus,10.1002/hbm.23594,28390148,6867148,neurovault,
2070,Independent Neural Computation of Value from Other People's Confidence,10.1523/JNEUROSCI.4490-15.2016,28100748,6596755,neurovault,
4485,Neural correlates of effort-based behavioral inconsistency,10.1016/j.cortex.2018.12.005,30634107,,neurovault,
4178,Emotion modulation of the body-selective areas in the developing brain,10.1016/j.dcn.2019.100660,31128318,6969350,neurovault,
2042,Statistical power and prediction accuracy in multisite resting-state fMRI connectivity,10.1016/j.neuroimage.2017.01.072,28161310,,neurovault,
2017,Manual segmentation of the human bed nucleus of the stria terminalis using 3T MRI,10.1016/j.neuroimage.2016.11.047,27876653,5358094,neurovault,
2213,Brain response to taste in overweight children: A pilot feasibility study,10.1371/journal.pone.0172604,28235080,5325294,neurovault,
4094,fMRI evidence supporting the role of memory conflict in the déjà vu experience,10.1080/09658211.2018.1524496,30232927,,neurovault,
2154,Intranasal oxytocin enhances intrinsic corticostriatal functional connectivity in women,10.1038/tp.2017.72,28418398,5416709,neurovault,
840,"Interindividual differences in cognitive flexibility: influence of gray matter volume, functional connectivity and trait impulsivity",10.1007/s00429-014-0797-6,24878823,4981636,neurovault,
2115,The role of the default mode network in component processes underlying the wandering mind,10.1093/scan/nsx041,28402561,5490683,neurovault,
2492,Neural basis of altered physical and social causality judgements in schizophrenia,10.1016/j.schres.2014.11.007,25439393,,neurovault,
2216,Different shades of default mode disturbance in schizophrenia: Subnodal covariance estimation in structure and function,10.1002/hbm.23870,29105239,5764781,neurovault,
3323,Altered amygdala circuits underlying valence processing among manic and depressed phases in bipolar adults,10.1016/j.jad.2018.11.008,30423467,6351166,neurovault,
2525,Families that fire together smile together: Resting state connectome similarity and daily emotional synchrony in parent-child dyads,10.1016/j.neuroimage.2017.02.078,28254510,5555750,neurovault,
2241,Taking tests in the magnet: Brain mapping standardized tests,10.1002/hbm.23761,28833940,5779860,neurovault,
3234,Functional neuroanatomy of peripheral inflammatory physiology: A meta-analysis of human neuroimaging studies,10.1016/j.neubiorev.2018.07.013,30067939,6363360,neurovault,
12461,Connectivity profile of thalamic deep brain stimulation to effectively treat essential tremor,10.1093/brain/awz236,31377766,,neurovault,
2763,Age-dependent association of white matter abnormality with cognition after TIA or minor stroke,10.1212/WNL.0000000000007772,31201296,6656647,neurovault,
2570,Integration of Sweet Taste and Metabolism Determines Carbohydrate Reward,10.1016/j.cub.2017.07.018,28803868,5745144,neurovault,
1992,Computerized cognitive training for children with neurofibromatosis type 1: A pilot resting-state fMRI study,10.1016/j.pscychresns.2017.06.003,28605662,5582983,neurovault,
5255,Individual differences in pain sensitivity are associated with cognitive network functional connectivity following one night of experimental sleep disruption,10.1002/hbm.24824,31617662,6981017,neurovault,
2535,Neural mechanisms of behavioral change in young adults with high-functioning autism receiving virtual reality social cognition training: A pilot study,10.1002/aur.1941,29517857,6001642,neurovault,
2671,Imagining Sounds and Images: Decoding the Contribution of Unimodal and Transmodal Brain Regions to Semantic Retrieval in the Absence of Meaningful Input,10.1162/jocn_a_01330,30156502,,neurovault,
2670,Data-Driven Extraction of a Nested Model of Human Brain Function,10.1523/JNEUROSCI.0323-17.2017,28634305,5546402,neurovault,
3163,Reduced loss aversion in pathological gambling and alcohol dependence is associated with differential alterations in amygdala and prefrontal functioning,10.1038/s41598-017-16433-y,29176580,5701119,neurovault,
2474,Frontoparietal Activity Interacts With Task-Evoked Changes in Functional Connectivity,10.1093/cercor/bhy011,29415156,7199886,neurovault,
1373,"Knowing me, knowing you: Resting-state functional connectivity of ventromedial prefrontal cortex dissociates memory related to self from a familiar other",10.1016/j.bandc.2017.01.004,28160686,,neurovault,
2143,Higher body mass index is associated with reduced posterior default mode connectivity in older adults,10.1002/hbm.23605,28397392,6867016,neurovault,
2296,Distant from input: Evidence of regions within the default mode network supporting perceptually-decoupled and conceptually-guided cognition,10.1016/j.neuroimage.2018.01.017,29339310,5883322,neurovault,
2622,Neural computations underlying inverse reinforcement learning in the human brain,10.7554/eLife.29718,29083301,5662289,neurovault,
3501,"Meta-analysis of regional white matter volume in bipolar disorder with replication in an independent sample using coordinates, T-maps, and individual MRI data",10.1016/j.neubiorev.2017.11.005,29162519,5771263,neurovault,
4470,Prefrontal mechanisms combining rewards and beliefs in human decision-making,10.1038/s41467-018-08121-w,30655534,6336816,neurovault,
3400,Neural responses to emotional involuntary memories in posttraumatic stress disorder: Differences in timing and activity,10.1016/j.nicl.2018.05.009,30013923,6024199,neurovault,
3593,"Global gray matter morphometry differences between children with reading disability, ADHD, and comorbid reading disability/ADHD",10.1016/j.bandl.2018.08.004,30189332,6940023,neurovault,
3887,Quantifying the Confidence in fMRI-Based Language Lateralisation Through Laterality Index Deconstruction,10.3389/fneur.2019.00655,31275236,6594217,neurovault,
5820,Affective brain patterns as multivariate neural correlates of cardiovascular disease risk,10.1093/scan/nsaa050,32301993,7657455,neurovault,
3965,Pupil mimicry promotes trust through the theory-of-mind network,10.1073/pnas.1803916115,30012623,6077696,neurovault,
3449,Patterns of gray matter alterations in migraine and restless legs syndrome,10.1002/acn3.680,30656184,6331309,neurovault,
3063,Preliminary report on the association between pulvinar volume and the ability to detect backward-masked facial features,10.1016/j.neuropsychologia.2017.10.034,29097112,5930150,neurovault,
3236,Neural Habituation to Painful Stimuli Is Modulated by Dopamine: Evidence from a Pharmacological fMRI Study,10.3389/fnhum.2017.00630,29311880,5742644,neurovault,
4497,Elevated perceived threat is associated with reduced hippocampal volume in combat veterans,10.1038/s41598-019-51533-x,31624305,6797706,neurovault,
2230,Externally induced frontoparietal synchronization modulates network dynamics and enhances working memory performance,10.7554/eLife.22001,28288700,5349849,neurovault,
4111,Neural correlates of working memory in first episode and recurrent depression: An fMRI study,10.1016/j.pnpbp.2018.02.003,29421266,,neurovault,
2951,Causal evidence for lateral prefrontal cortex dynamics supporting cognitive control,10.7554/eLife.28040,28901287,5640427,neurovault,
2396,Increased engagement of the cognitive control network associated with music training in children during an fMRI Stroop task,10.1371/journal.pone.0187254,29084283,5662181,neurovault,
4666,Dopaminergic mechanisms underlying normal variation in trait anxiety,10.1523/JNEUROSCI.2382-18.2019,30737306,6445999,neurovault,
2606,Preprocessed Consortium for Neuropsychiatric Phenomics dataset,10.12688/f1000research.11964.2,29152222,5664981,neurovault,
2978,Functional Connectivity in the Social Brain across Childhood and Adolescence,10.1093/scan/nsy064,30085317,6123525,neurovault,
3393,Fronto-Parietal Brain Responses to Visuotactile Congruence in an Anatomical Reference Frame,10.3389/fnhum.2018.00084,29556183,5845128,neurovault,
842,Progressive pathology is functionally linked to the domains of language and emotion: meta-analysis of brain structure changes in schizophrenia patients,10.1007/s00406-011-0249-8,21909731,5324975,neurovault,
2969,Default mode contributions to automated information processing,10.1073/pnas.1710521114,29078345,5715758,neurovault,
2506,Hierarchically organized medial frontal cortex-basal ganglia loops selectively control task- and response-selection,10.1523/JNEUROSCI.3289-16.2017,28716966,5559764,neurovault,
94,Genetic Variants of FOXP2 and KIAA0319/TTRAP/THEM2 Locus Are Associated with Altered Brain Activation in Distinct Language-Related Regions,10.1523/JNEUROSCI.5996-10.2012,22262880,6621137,neurovault,
